;
14/03/21 00:00;94
15/03/21 02:40;71
16/03/21 05:20;68
17/03/21 08:00;72
18/03/21 10:40;70
19/03/21 13:26;53
20/03/21 16:06;101
21/03/21 18:46;97
22/03/21 21:26;79
24/03/21 00:08;78
25/03/21 02:48;84
26/03/21 05:28;90
27/03/21 08:08;94
30/03/21 05:32;81
01/04/21 00:18;108
02/04/21 02:58;110
03/04/21 05:38;121
04/04/21 08:18;135
05/04/21 11:00;135
28/03/21 10:18;94
28/03/21 23:38;89
06/04/21 14:02;117
07/04/21 16:42;117
08/04/21 19:22;124
09/04/21 22:02;120
11/04/21 00:42;130
12/04/21 03:22;125
13/04/21 06:02;125
13/04/21 15:26;116
15/04/21 11:22;110
16/04/21 14:02;119
17/04/21 16:42;118
18/04/21 19:22;118
19/04/21 22:02;111
21/04/21 00:42;120
22/04/21 03:22;120
23/04/21 06:02;118
24/04/21 08:42;125
25/04/21 11:22;136
26/04/21 14:02;109
27/04/21 16:42;90
28/04/21 19:22;97
29/04/21 22:02;83
01/05/21 00:42;96
02/05/21 03:22;98
03/05/21 06:02;84
04/05/21 08:42;70
05/05/21 11:22;59
06/05/21 14:02;86
07/05/21 16:42;91
08/05/21 19:22;117
09/05/21 22:02;100
11/05/21 00:42;79
12/05/21 03:26;89
13/05/21 06:06;98
14/05/21 08:46;118
15/05/21 11:26;117
16/05/21 14:06;126
